E_MeV,Pee_vacuum,Pee_day,Pee_night_reference,delta_Pee_earth_reference,sin2theta12_reference,dm21_eV2_reference
1.1,0.54955050971648,0.5099753111487105,0.5108147123238459,0.000839401175135368,0.307,7.42e-05
1.1500000000000001,0.54955050971648,0.5080104175561333,0.5088992125565345,0.0008887950004011769,0.307,7.42e-05
1.2000000000000002,0.54955050971648,0.5060351046703642,0.5069743037971999,0.0009391991268357103,0.307,7.42e-05
1.2500000000000002,0.54955050971648,0.5040499998826611,0.5050406149096237,0.0009906150269626268,0.307,7.42e-05
1.3,0.54955050971648,0.502055747364235,0.5030987910657478,0.001043043701512869,0.307,7.42e-05
1.35,0.54955050971648,0.5000530071327988,0.5011494928038401,0.0010964856710413695,0.307,7.42e-05
1.4000000000000001,0.54955050971648,0.4980424540568885,0.49919339502465787,0.0011509409677693538,0.307,7.42e-05
1.4500000000000002,0.54955050971648,0.49602477680100965,0.49723118592867105,0.0012064091276614008,0.307,7.42e-05
1.5000000000000002,0.54955050971648,0.4940006767150817,0.495263565897831,0.001262889182749305,0.307,7.42e-05
1.55,0.54955050971648,0.49197086667204454,0.4932912463257561,0.0013203796537115675,0.307,7.42e-05
1.6,0.54955050971648,0.4899360698578682,0.4913149484005878,0.0013788785427196193,0.307,7.42e-05
1.6500000000000001,0.54955050971648,0.48789701851855577,0.4893354018451168,0.0014383833265610435,0.307,7.42e-05
1.7000000000000002,0.54955050971648,0.485854452669047,0.4873533436190966,0.001498890950049625,0.307,7.42e-05
1.7500000000000002,0.54955050971648,0.48380911876921834,0.48536951658895033,0.0015603978197319957,0.307,7.42e-05
1.8,0.54955050971648,0.4817617683724227,0.4833846681703238,0.0016228997979010895,0.307,7.42e-05
1.85,0.54955050971648,0.4797131567522234,0.4813995489491491,0.001686392196925679,0.307,7.42e-05
